DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
4219	sodium phosphate	Bursitis	C0006444	84017003	DOID:2965
4239	calcium carbonate	Thrombosis Prevention after Percutaneous Coronary Intervention	C1532338	415070008	
4213	hydrocortisone acetate	Autoimmune Hemolytic Anemia	C0002880	413603009	DOID:718
4240	zinc oxide	Minor Bacterial Skin Infections			
4213	hydrocortisone acetate	Psoriasis	C0033860	9014002	DOID:8893
4146	testosterone propionate	LHRH Deficiency			
4162	dexlansoprazole	Gastroesophageal Reflux	C0017168	235595009	DOID:8534
1768	methylprednisolone	Organ Transplant Rejection	C0345468	213148006	
1768	methylprednisolone	Allergic Rhinitis	C2607914	61582004	
1732	methamphetamine	Obesity	C0028754	414916001	DOID:9970
2755	trimethoprim	Klebsiella Urinary Tract Infection	C0520775	60867007	
2726	triamcinolone acetonide	Multiple Sclerosis	C0026769	24700007	DOID:2377
2726	triamcinolone acetonide	Alopecia Areata	C0002171	68225006	DOID:986
2770	trolnitrate	Narcolepsy Syndrome	C0027404	60380001	DOID:8986
2815	verapamil	Paroxysmal Supraventricular Tachycardia	C0030590	67198005	
2826	vindesine	Chlamydia Cervicitis			
2823	vinblastine	Non-Hodgkin's Lymphoma	C0024305	118601006	
2834	riboflavin (vit B2)	Vitamin Deficiency Prevention			
2825	vincristine	Neuroblastoma	C0027819	432328008	DOID:769
1059	estradiol cypionate	Hypoestrogenism Due To Bilateral Oophorectomy			
1261	fusidic acid	Recrudescent Typhus	C0006181	47761007	DOID:11254
1261	fusidic acid	Synergy for Bacterial Meningitis			
1261	fusidic acid	Klebsiella Complicated UTI			
1225	fluticasone propionate	Pruritus Ani	C0033775	90446007	
1240	fosamprenavir	HIV Infection	C0019693	86406008	DOID:526
1261	fusidic acid	Pseudomonas Aeruginosa Peritonitis			
4491	ferrous gluconate	Iron Deficiency Anemia	C0162316	87522002	
4493	alclometasone dipropionate	Granuloma Annulare	C0085074	65508009	DOID:3777
4459	procaine benzylpenicillin	Upper Respiratory Pneumococcal Infection			
4348	calcium gluconate	Hypocalcemia	C0020598	5291005	
4293	magnesium oxide	Post-Menopausal Osteoporosis Prevention	C0029458	102447009	
824	dexamethasone	Sarcoidosis	C0036202	31541009	DOID:13404
865	diclofenac	Pain	C0030193	22253000	
2798	valaciclovir	Recurrent Herpes Genitalis	C1274323	402894005	
2784	tyramine	Biliary Obstruction with Pruritus			
3152	dimethicone	Proctitis	C0033246	3951002	DOID:3127
2878	ziconotide	Chronic Pain	C0150055	82423001	
2847	warfarin	Pulmonary Thromboembolism Prevention			
1334	guaiacol	Cough	C0010200	49727002	
1280	gatifloxacin	Moraxella Catarrhalis Chronic Bronchitis			
1393	hydromorphone	Pain	C0030193	22253000	
4625	ammonia	Keratoderma	C0475811	277905003	
4519	potassium citrate	Nasal Congestion	C0027424	68235000	
52	acetaminophen	Rhinorrhea	C1260880	64531003	
886	dihydrocodeine	Pain	C0030193	22253000	
924	dipyridamole	Platelet Aggregation Inhibition			
920	diphenylpyraline	Pruritus of Skin	C0033774	418363000	
1024	ephedrine	Seasonal Allergic Rhinitis	C0018621	367498001	
4061	timolol	Migraine Prevention			
3508	pyrithione	Cough	C0010200	49727002	
1395	hydroxychloroquine	Malaria Prevention			
1388	hydrocortisone	Non-Hodgkin's Lymphoma	C0024305	118601006	
1388	hydrocortisone	Acquired Thrombocytopenia	C0154301	74576004	DOID:11126
1445	inositol nicotinate	Pellagra	C0030783	418186002	DOID:8457
1429	imiquimod	Superficial Basal Cell Carcinoma	C0862889	403914000	
1407	ibuprofen	Patent Ductus Arteriosus	C0013274	83330001	DOID:13832
1569	levofloxacin	Nosocomial Pneumonia due to Serratia Marcescens			
143	alvimopan	Postoperative Ileus	C0400877	235833007	
192	amoxicillin	E. Coli Urinary Tract Infection	C0577708	301011002	
197	amphotericin B	Candidal Endocarditis	C0153254	63553008	
1028	epinephrine	Local Anesthesia for Procedures			
1048	erythromycin	Listeriosis	C0023860	4241002	DOID:11573
1048	erythromycin	Chlamydial Conjunctivitis	C0009770	231861005	DOID:13800
1046	ertapenem	Postpartum Endomyometritis due to E. Coli			
1051	erythromycin ethyl succinate	Urinary Tract Infections	C0042029	68566005	
1046	ertapenem	Female Genital Tract Infection	C1263758	125585007	
1055	esomeprazole	Ankylosing Spondylitis	C0038013	9631008	DOID:7147
1055	esomeprazole	Zollinger-Ellison Syndrome	C0043515	53132006	
1124	exifone	Organ Transplant Rejection	C0345468	213148006	
4240	zinc oxide	Diaper Rash	C0011974	91487003	DOID:2770
4198	sodium chloride	Nasal Congestion	C0027424	68235000	
4265	gentamicin	Pseudomonas Aeruginosa Septicemia			
4265	gentamicin	Synergy for Neonatal Meningitis			
4265	gentamicin	Peritonitis	C0031154	48661000	
4265	gentamicin	Neonatal Meningitis	C0456107	276674008	
4265	gentamicin	Skin and Skin Structure Proteus Infection			
1533	lactic acid	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
1540	lamotrigine	Tonic Clonic Seizure	C0494475	54200006	
1662	medrysone	Corneal Ulcer	C0010043	91514001	DOID:8463
1582	lincomycin	Streptococcal Infection	C0038395	85769006	
1606	lorazepam	Absence Epilepsy	C0014553	79631006	DOID:1825
289	barbital	Epilepsy	C0014544	84757009	DOID:1826
289	barbital	Anxiety	C0003467	48694002	
276	azithromycin	Moraxella Catarrhalis Acute Otitis Media			
277	azlocillin	Skin and Skin Structure Infection	C0178299	19824006	
348	betamethasone	Allergic Dermatitis	C0011615	24079001	DOID:3310
328	benzoyl peroxide	Psoriasis	C0033860	9014002	DOID:8893
1079	etebenecid	Trachoma	C0040592	2576002	DOID:11265
1261	fusidic acid	Neonatal Meningitis	C0456107	276674008	
1261	fusidic acid	Cholera	C0008354	63650001	DOID:1498
1261	fusidic acid	Enterobacter Peritonitis	C0341503	197171003	
1261	fusidic acid	Neonatal Pneumonia	C0339968	233619008	
1247	fosphenytoin	Seizures in Neurosurgery			
1247	fosphenytoin	Epilepsy	C0014544	84757009	DOID:1826
1261	fusidic acid	Synergy for P. Aeruginosa Infection in Cystic Fibrosis			
4479	calcium citrate	Hypocalcemia	C0020598	5291005	
4498	paliperidone palmitate	Schizophrenia	C0036341	58214004	
4411	dexchlorpheniramine	Sneezing	C0037383	76067001	
4456	hydrocortisone succinate	Inflammatory Bowel Disease	C0021390	24526004	
4373	sodium benzoate	Neonatal Apnea	C0232058	13094009	
4347	benzathine benzylpenicillin	Skin and Skin Structure Streptoccous Pyogenes Infection	C0554628	302809008	
4348	calcium gluconate	Osteoporosis	C0029456	64859006	DOID:11476
4392	cisplatin	Acute Otitis Media Infection	C0729586	312218008	
1603	loracarbef	Lower Respiratory Infections	C0149725	50417007	
1725	metformin	Treatment Refractory Type 2 Diabetes Mellitus			
1742	methdilazine	Urticaria	C0042109	126485001	
1790	metronidazole	Intra-Abdominal Peptostreptococcus Abscess			
1813	minocycline	Rectal Gonorrhea	C0275665	42746002	
1800	miconazole	Tinea Corporis	C0040252	84849002	DOID:12179
1795	mezlocillin	Serratia Pneumonia			
1795	mezlocillin	Anaerobic Pneumonia	C0032290	422588002	DOID:3240
349	betamethasone acetate	Exfoliative Dermatitis	C0011606	399992009	
454	butorphanol	Labor Pain	C0474368	247412007	
489	carbamazepine	Mixed Bipolar I Disorder	C0236780	16506000	DOID:3312
470	camphor	Arthritic Pain			
499	carbinoxamine	Nasal Congestion	C0027424	68235000	
499	carbinoxamine	Sneezing	C0037383	76067001	
546	cefotaxime	Klebsiella Pneumoniae Septicemia			
1170	fexofenadine	Allergic Conjunctivitis	C0009766	473460002	DOID:11204
1164	fentanyl	Pain	C0030193	22253000	
1314	glibenclamide	Type 2 Diabetes Mellitus	C0011860	44054006	DOID:9352
1316	glycerol	Perioperative Hypertension	C3661921	434711000124103	
1277	ganciclovir	Paroxysmal Supraventricular Tachycardia	C0030590	67198005	
4293	magnesium oxide	Constipation	C0009806	14760008	DOID:2089
4507	halcinonide	Skin Rash	C0015230	271807003	
4507	halcinonide	Contact Dermatitis	C0011616	40275004	DOID:2773
4624	phenylacetic acid	Hyperammonemia	C0220994	9360008	
4512	lithium citrate	Bipolar Disorder in Remission	C0270425	85248005	
4517	magnesium aspartate	Hypokalemia Prevention			
4518	sodium thiosulfate	Cyanide Toxicity			
1845	morphine	Postoperative Pain from Lower Extremity Orthopedic Procedures			
1782	metoclopramide	Chemotherapy-induced nausea and vomiting	C0401160	236084000	
1883	naproxen	Fever	C0015967	386661006	
1878	naloxone	Pain	C0030193	22253000	
1854	moxifloxacin	Acute Haemophilus Influenzae Bacterial Sinusitis	C0275556	75498004	
1981	ofloxacin	Providencia Urinary Tract Infection			
1981	ofloxacin	Nosocomial Pneumonia due to Serratia Marcescens			
1967	norfloxacin	Mixed Gonococcal and Chlamydia Infection of the Urethra			
525	cefaclor	Pharyngitis	C0031350	405737000	DOID:2275
530	cefazolin	Bacterial Endocarditis	C0014121	301183007	
534	cefditoren pivoxil	Haemophilus Parainfluenzae Chronic Bronchitis			
527	cefamandole	Staphylococcus Aureus Osteomyelitis	C1997728	428783003	
559	ceftazidime	E. Coli Urinary Tract Infection	C0577708	301011002	
547	cefotetan	Skin and Skin Structure E. Coli Infection	C0014836	71057007	
547	cefotetan	Staphylococcus Epidermidis Skin and Skin Structure Infection			
550	cefoxitin	Streptococcal Pneumonia	C0155862	34020007	
564	ceftriaxone	Streptococcal Pneumonia	C0155862	34020007	
1388	hydrocortisone	Synovitis due to Osteoarthritis			
1388	hydrocortisone	Loeffler Syndrome	C0242459	64936001	DOID:9503
1440	indomethacin	Patent Ductus Arteriosus	C0013274	83330001	DOID:13832
1513	itraconazole	Oropharyngeal Candidiasis			
1452	iodamide	Intraosseous Venography	C0202986	75233009	
4	levobupivacaine	Regional Anesthesia for Surgery			
52	acetaminophen	Arthritic Pain			
85	aciclovir	Suppression of Recurrent Herpes Simplex Infection in HIV			
1967	norfloxacin	Citrobacter Complicated UTI			
1967	norfloxacin	Colorectal Surgery Infection Prevention			
2041	oxytetracycline	Pharyngitis	C0031350	405737000	DOID:2275
2041	oxytetracycline	Rectal Chlamydia Trachomatis Infection			
2041	oxytetracycline	Psittacosis	C0029291	75116005	DOID:11262
2029	oxycodone	Tinea Pedis	C0040259	6020002	DOID:12403
575	cefapirin	Infectious Disorder of Joint	C0157749	363162000	DOID:381
589	chloramphenicol	Paratyphoid Fever	C0030528	85904008	DOID:3055
581	cetirizine	Nasal Congestion	C0027424	68235000	
640	cilastatin	Lower Respiratory Infections	C0149725	50417007	
640	cilastatin	Bone Infections	C2242472	111253001	
669	clavulanic acid	Klebsiella Pneumoniae Septicemia			
668	clarithromycin	Haemophilus Influenzae Acute Otitis Media			
1533	lactic acid	Gilles De La Tourette Syndrome	C0040517	5158005	DOID:11119
1695	mephenytoin	Focal Epilepsy	C0014547	230381009	DOID:2234
1696	methylphenobarbital	Anxiety	C0003467	48694002	
182	amlexanox	Aphthous Stomatitis	C0038363	426965005	DOID:9663
198	ampicillin	Skin and Skin Structure Infection	C0178299	19824006	
198	ampicillin	Acute Gonococcal Urethritis	C0275652	29864006	
198	ampicillin	E. Coli Peritonitis			
281	bacitracin	Superficial Ocular Infection			
282	baclofen	Muscle Spasticity of Cerebral Origin			
282	baclofen	Muscle Spasticity of Spinal Origin	C1562430	416830008	
277	azlocillin	Infectious Disorder of Joint	C0157749	363162000	DOID:381
2129	phenindamine	Nasal Congestion	C0027424	68235000	
2068	paroxetine	Social Phobia	C0031572	25501002	DOID:11257
2082	benzylpenicillin	Bejel	C0004945	240686008	DOID:13431
2082	benzylpenicillin	Necrotizing Pneumonia	C0264515	7063008	
2082	benzylpenicillin	Cervicofacial Actinomycosis	C0001264	23014006	
2082	benzylpenicillin	Gonococcal Conjunctivitis Neonatorum	C0029076	28438004	DOID:9699
2054	pantoprazole	Maintenance of Healing Erosive Esophagitis			
2146	phenylephrine	Rhinitis	C0035455	70076002	DOID:4483
2146	phenylephrine	Sinus Headache	C0037195	4969004	
2150	phenyltoloxamine	Flu-Like Symptoms	C0392171	315642008	
694	clofibrate	Hyperlipidemia	C0020473	55822004	DOID:1168
734	cortisone	Adrenogenital Disorder	C0701163	267395000	
734	cortisone	Ankylosing Spondylitis	C0038013	9631008	DOID:7147
751	cyclobenzaprine	Muscle Spasm	C0037763	45352006	
758	cyclophosphamide	Diphtheria Prevention			
765	cyproheptadine	Allergic Rhinitis	C2607914	61582004	
769	cysteine	Respiratory Cystic Fibrosis	C0392164	86555001	
1647	mechlorethamine	Pleural Malignant Effusions			
1606	lorazepam	Sedation as Adjunct to Anesthesia			
1768	methylprednisolone	Transfusion Reaction Urticaria			
1757	methscopolamine	Rhinorrhea	C1260880	64531003	
1758	methsuximide	Absence Epilepsy	C0014553	79631006	DOID:1825
1845	morphine	Severe Pain with Opioid Tolerance			
1129	famotidine	Dyspepsia	C0013395	162031009	DOID:2321
1129	famotidine	Heartburn	C0018834	16331000	
1082	ethinylestradiol	Post-Menopausal Osteoporosis Prevention	C0029458	102447009	
1137	febuxostat	Gout Prevention			
1079	etebenecid	Blepharoconjunctivitis	C0005743	68659002	DOID:2456
1239	formoterol	Pulmonary Emphysema	C0034067	87433001	
1261	fusidic acid	Louse-Borne Typhus	C0041473	39111003	DOID:11256
4265	gentamicin	Synergy for Staphylococcal Joint Infection			
4260	sulfur	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
4274	selenium sulfide	Dandruff	C0423775	200767005	
4250	algeldrate	Gastric Hypersecretory Conditions			
4434	calcium glycerylphosphate	Cardiac Arrest	C0018790	410429000	
4456	hydrocortisone succinate	Laryngeal Edema	C0023052	51599000	
4456	hydrocortisone succinate	Berylliosis	C0005138	8247009	DOID:10322
4392	cisplatin	Pertussis	C0043167	27836007	
4505	choline fenofibrate	Heterozygous Hypercholesterolemia	C0342882	238079002	
533	cefdinir	Haemophilus Parainfluenzae Bronchitis			
533	cefdinir	Acute Maxillary Haemophilus Influenzae Sinusitis	C0275556	75498004	
559	ceftazidime	Bacterial Septicemia	C0684256	10001005	
550	cefoxitin	Staphylococcus Aureus Osteomyelitis	C1997728	428783003	
547	cefotetan	Endometritis	C0014179	78623009	DOID:1002
550	cefoxitin	Pelvic Cellulitis	C0349734	280486004	
564	ceftriaxone	Haemophilus Parainfluenzae Pneumonia			
564	ceftriaxone	Enterobacter Osteomyelitis			
563	ceftizoxime	Staphylococcus Aureus Joint Infection			
568	celecoxib	Postoperative Acute Pain	C2215257	107401000119105	
565	cefuroxime	Acute Gonococcal Endometritis	C0153196	65295003	DOID:7527
585	clofedanol	Rhinorrhea	C1260880	64531003	
2620	theophylline	Chronic Obstructive Asthma	C3662842	1761000119103	
2616	thalidomide	Erythema Nodosum Leprosum	C0343467	240411003	
2725	triamcinolone	Autoimmune Hemolytic Anemia	C0002880	413603009	DOID:718
1261	fusidic acid	Pseudomonas Aeruginosa Meningitis			
1204	fluocinolone acetonide	Allergic Dermatitis	C0011615	24079001	DOID:3310
1188	flucytosine	Synergy for Cryptococcal Infection			
1286	gemifloxacin	Chlamydial Pneumonia	C0339959	233609002	
1280	gatifloxacin	E. Coli Pyelonephritis			
1358	heparin	Maintain Patency of Indwelling Vascular Catheter			
4284	silicon dioxide	Gastroesophageal Reflux	C0017168	235595009	DOID:8534
659	ciprofloxacin	Morganella Morganii Urinary Tract Infection			
659	ciprofloxacin	Lower Respiratory Infections	C0149725	50417007	
659	ciprofloxacin	Bacterial Corneal Ulcer Infection			
632	cyclacillin	Skin and Skin Structure Infection	C0178299	19824006	
636	ciclopirox	Tinea Versicolor	C0040262	56454009	DOID:9060
671	clemastine	Pruritus of Skin	C0033774	418363000	
669	clavulanic acid	Staphylococcus Aureus Urinary Tract Infection			
669	clavulanic acid	E. Coli Peritonitis			
669	clavulanic acid	Acute Streptococcus Pneumoniae Bacterial Sinusitis	C0275556	75498004	
2684	tobramycin	Bone Infections	C2242472	111253001	
2684	tobramycin	Klebsiella Pneumoniae Septicemia			
2656	ticarcillin	Bacterial Urinary Tract Infection	C0729524	312124009	
2727	triamcinolone diacetate	Hypercalcemia associated with Neoplasm	C0149911	47709007	
2727	triamcinolone diacetate	Ocular Disorders	C0015397	371405004	DOID:5614
2762	tripelennamine	Rhinorrhea	C1260880	64531003	
2738	trientine	Plaque Psoriasis	C0406317	200965009	
2726	triamcinolone acetonide	Psoriatic Arthritis	C0003872	33339001	DOID:9008
2726	triamcinolone acetonide	Cutaneous Candidiasis	C0006846	49883006	
2770	trolnitrate	Myalgia	C0231528	68962001	
1388	hydrocortisone	Thyroiditis	C0040147	82119001	DOID:7166
1388	hydrocortisone	Perianal Irritation	C0033775	90446007	
1527	ketoconazole	Tinea Cruris	C1384589	399029005	
1440	indomethacin	Shoulder Tendonitis			
1452	iodamide	Retrograde Cystourethrography			
103	albendazole	Echinococcus Granulosus Infection of the Peritoneum			
136	alprazolam	Anxiety with Depression	C0338908	231504006	
157	amikacin	Staphylococcal Meningitis	C0154640	12166008	
157	amikacin	Skin and Skin Structure Staphylococcus Infection			
734	cortisone	Tinea Corporis	C0040252	84849002	DOID:12179
734	cortisone	Transfusion Reaction Urticaria			
734	cortisone	Blepharoconjunctivitis	C0005743	68659002	DOID:2456
758	cyclophosphamide	Acute Otitis Media Infection	C0729586	312218008	
770	cytarabine	Lymphomatous Meningitis	C1704231	426128009	
769	cysteine	Contrast Media-Induced Nephrotoxicity Prevention			
817	desmopressin	Nocturnal Enuresis	C0270327	8009008	
794	dehydrocholic acid	Constipation	C0009806	14760008	DOID:2089
2807	vancomycin	Severe Staphylococcus Infections	C0038160	56038003	
2827	vinorelbine	Non-Small Cell Lung Cancer	C0007131	254637007	DOID:3908
2810	vasopressin	Partial Central Diabetes Insipidus			
2771	trometamol	Post-Op Photophobia			
2798	valaciclovir	Herpes Labialis	C0019345	1475003	
2781	tubocurarine	Muscle Relaxation	C0026836	11977004	
3185	esaprazole	Maintenance of Healing Duodenal Ulcer			
3185	esaprazole	Prevention of NSAID-Induced Gastric Ulcer			
3070	articaine	Administration of Local Anesthetic Nerve Block			
1569	levofloxacin	E. Coli Pyelonephritis			
1569	levofloxacin	Streptococcus Pneumoniae Bronchitis			
1529	ketorolac	Postoperative Ocular Pain			
1709	meropenem	E. Coli Peritonitis			
242	aripiprazole	Schizophrenia	C0036341	58214004	
228	apomorphine	Idiopathic Parkinsonism	C0030567	49049000	DOID:14330
289	barbital	Insomnia	C0917801	193462001	
289	barbital	Seizure Disorder	C0014544	128613002	DOID:1826
279	aztreonam	Enterobacter Endometritis			
328	benzoyl peroxide	Granuloma Annulare	C0085074	65508009	DOID:3777
304	bendazol	Ascariasis	C0003950	2435008	DOID:456
316	bentiromide	Diagnostic Test for Pancreas Function			
824	dexamethasone	Thyroiditis	C0040147	82119001	DOID:7166
824	dexamethasone	Follicular B-Cell Non-Hodgkin's Lymphoma	C0024301	308121000	
819	desoximetasone	Pruritus Ani	C0033775	90446007	
916	diphenhydramine	Atopic Rhinitis	C2607914	61582004	
3249	fospropofol	Sedation as Adjunct to Anesthesia			
3152	dimethicone	Tinea Cruris	C1384589	399029005	
4061	timolol	Myocardial Reinfarction Prevention			
4072	ascorbic acid	Vitamin Deficiency Prevention			
1612	lovastatin	Myocardial Infarction Prevention			
1603	loracarbef	Tonsillitis	C0040425	90176007	DOID:10456
1768	methylprednisolone	Acquired Thrombocytopenia	C0154301	74576004	DOID:11126
1765	naltrexone	Chronic Pain with Opioid Tolerance			
1790	metronidazole	Vaginal Cuff Surgery Post-Op Infection			
384	bitolterol	Asthma Prevention	C1318955	406162001	
444	butenafine	Tinea Pedis	C0040259	6020002	DOID:12403
880	diflunisal	Osteoarthritis	C0029408	396275006	DOID:381
961	doxycycline	Rectal Gonorrhea	C0275665	42746002	
936	calcium dobesilate	Diffuse Large B-Cell Lymphoma	C0079744	109969005	
920	diphenylpyraline	Dermatographic Urticaria	C0343065	7632005	DOID:743
924	dipyridamole	Prevention of Cerebral Thrombosis			
3325	lodoxamide	Vernal Keratoconjunctivitis	C0022577	317349009	
3401	ornithine	Female Facial Hirsutism			
3333	meclocycline	Trachoma	C0040592	2576002	DOID:11265
3601	thiram	Dermatitis Herpetiformis	C0011608	111196000	DOID:8505
4244	magnesium hydroxide	Peptic Ulcer	C0030920	13200003	DOID:750
4205	sodium bicarbonate	Constipation	C0009806	14760008	DOID:2089
4213	hydrocortisone acetate	Systemic Dermatomyositis			
4219	sodium phosphate	Synovitis due to Osteoarthritis			
4219	sodium phosphate	Contact Dermatitis	C0011616	40275004	DOID:2773
1854	moxifloxacin	Haemophilus Parainfluenzae Chronic Bronchitis			
1863	nabumetone	Osteoarthritis	C0029408	396275006	DOID:381
1857	mupirocin	Impetigo	C0021099	48277006	DOID:8504
546	cefotaxime	Enterococcus Urinary Tract Infection			
537	cefixime	Bronchitis	C0006277	32398004	DOID:6132
546	cefotaxime	Clostridium Pelvic Cellulitis			
535	cefepime	Proteus Urinary Tract Infection	C0577709	301012009	
542	cefonicid	Escherichia Coli Pneumonia	C0276089	51530003	
556	cefprozil	Acute Otitis Media Infection	C0729586	312218008	
555	cefpodoxime	Proteus Urinary Tract Infection	C0577709	301012009	
550	cefoxitin	Staphylococcus Aureus Joint Infection			
563	ceftizoxime	Skin and Skin Structure Peptococcus Infection			
563	ceftizoxime	Peptostreptococcus Joint Infection			
565	cefuroxime	Acute Gonococcal Cervicitis	C0153195	20943002	DOID:10615
1048	erythromycin	Pneumococcal Acute Otitis Media			
1046	ertapenem	Complicated E. Coli UTI	C0577708	301011002	
1080	ethenzamide	Chlamydial Conjunctivitis	C0009770	231861005	DOID:13800
4146	testosterone propionate	Cryptorchidism	C0010417	204878001	DOID:11383
4198	sodium chloride	Prevention of Muscle Cramps associated with Heat Exhaustion			
4265	gentamicin	Citrobacter Septicemia			
4265	gentamicin	Pseudomonas Aeruginosa Joint Infection			
4265	gentamicin	Bacterial Skin and Skin Structure Infection			
4269	zinc acetate	Hemorrhoids	C0019112	70153002	DOID:9746
4343	zinc gluconate	Vitamin C Deficiency	C0003969	76169001	DOID:13724
4456	hydrocortisone succinate	Systemic Lupus Erythematosus	C0024141	55464009	DOID:9074
1981	ofloxacin	Klebsiella Pneumonia	C0343402	186435004	
1981	ofloxacin	Pelvic Inflammatory Disease with Neisseria Gonorrhea			
1981	ofloxacin	Bacterial Pneumonia	C0004626	53084003	DOID:874
1967	norfloxacin	Klebsiella Nosocomial Pneumonia			
1967	norfloxacin	Chlamydia Cervicitis			
1981	ofloxacin	Enterobacter Cystitis			
1967	norfloxacin	Mixed Gonococcal and Chlamydia Infection of the Cervix			
1967	norfloxacin	Acute Exacerbation of Obstructive Chronic Bronchitis due to H. Flu	C0339933	233598009	
1981	ofloxacin	Chronic Bacterial Prostatitis			
1968	norgestimate	Vasomotor Symptoms associated with Menopause	C0600142	198436008	
1955	nizatidine	Heartburn	C0018834	16331000	
616	chlorphenamine	Headache Disorder	C0393735	230461009	
633	ciclesonide	Seasonal Allergic Rhinitis	C0018621	367498001	
633	ciclesonide	Atopic Rhinitis	C2607914	61582004	
647	cinacalcet	Hyperparathyroidism Secondary to Chronic Renal Failure with Dialysis			
636	ciclopirox	Tinea Pedis	C0040259	6020002	DOID:12403
669	clavulanic acid	Skin and Skin Structure E. Coli Infection	C0014836	71057007	
1239	formoterol	Extrinsic Asthma	C0155877	389145006	DOID:9415
1261	fusidic acid	Proteus Mirabilis Osteomyelitis			
1231	folic acid	Mineral Deficiency Prevention			
1208	fluorometholone	Allergic Conjunctivitis	C0009766	473460002	DOID:11204
1209	fluoxetine	Premenstrual Dysphoric Disorder	C0520676	596004	
1187	fluconazole	Cryptococcal Meningitis	C0085436	14232007	
1205	fluocinonide	Genital Organ Pruritus	C0033777	267802000	
1336	guaifenesin	Allergic Rhinitis	C2607914	61582004	
1316	glycerol	Burns	C0006434	48333001	
1334	guaiacol	Nasal Congestion	C0027424	68235000	
4456	hydrocortisone succinate	Disorder of Musculoskeletal System	C0026857	928000	DOID:17
4441	calcium phosphate	Post-Menopausal Osteoporosis Prevention	C0029458	102447009	
4485	diflorasone	Lichen Simplex Chronicus	C0149922	53891004	
4348	calcium gluconate	Hyperkalemia	C0020461	14140009	
4288	magnesium carbonate	Peptic Ulcer	C0030920	13200003	DOID:750
4332	propanol	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
4662	choline magnesium trisalicylate	Shoulder Tendonitis			
4662	choline magnesium trisalicylate	Fever	C0015967	386661006	
4507	halcinonide	Pruritus Ani	C0033775	90446007	
2132	pheniramine	Sinus Headache	C0037195	4969004	
2083	phenoxymethylpenicillin	Acute Otitis Media Infection	C0729586	312218008	
2082	benzylpenicillin	Lung Abscess	C0024110	73452002	DOID:850
2067	paromomycin	Chronic Intestinal Amebiasis	C0002440	186117001	
720	cloxacillin	Staphylococcal Septicemia	C0152965	111821004	
758	cyclophosphamide	Recurrent Persistent Urethritis			
741	cromoglicic acid	Allergic Rhinitis	C2607914	61582004	
1280	gatifloxacin	Haemophilus Parainfluenzae Chronic Bronchitis			
1384	hydralazine	Hypertension	C0020538	38341003	DOID:10763
1400	hydroxyzine	Pruritus of Skin	C0033774	418363000	
1400	hydroxyzine	Alcohol Withdrawal Syndrome	C0236663	191480000	
1388	hydrocortisone	Allergic Dermatitis	C0011615	24079001	DOID:3310
1388	hydrocortisone	Bursitis	C0006444	84017003	DOID:2965
1519	kanamycin	Infectious Disease of Abdomen	C1112209	128070006	
1519	kanamycin	Infectious Disorder of Joint	C0157749	363162000	DOID:381
102	alatrofloxacin	Rectal Gonorrhea	C0275665	42746002	
102	alatrofloxacin	Acute Gonococcal Urethritis	C0275652	29864006	
157	amikacin	Enterobacter Meningitis			
157	amikacin	Serratia Pneumonia			
2134	phenobarbital	Bowel Evacuation	C0426639	249515001	
2172	pimozide	Gilles De La Tourette Syndrome	C0040517	5158005	DOID:11119
2245	prednisolone	Corneal Ulcer	C0010043	91514001	DOID:8463
2840	colecalciferol	Hypocalcemia Prevention	C0020598	5291005	
4137	paliperidone	Schizophrenia	C0036341	58214004	
4021	porfimer	Malignant Esophagus Neoplasm	C0546837	363402007	
1569	levofloxacin	Acute Maxillary Moraxella Catarrhalis Sinusitis	C0275556	75498004	
1569	levofloxacin	Nosocomial Pneumonia due to Escherichia Coli			
158	amiloride	Hypertension	C0020538	38341003	DOID:10763
198	ampicillin	Staphylococcus Acute Otitis Media			
197	amphotericin B	Candidiasis	C0006840	78048006	DOID:14262
260	atropine	Perioperative Mydriasis			
260	atropine	Organophosphate Insecticide Poisoning	C0700359	8260003	
276	azithromycin	Pharyngitis due to Streptococcus Pyogenes	C0554628	302809008	
2279	progesterone	Secondary Amenorrhea	C0232940	86030004	
2268	probenecid	Acute Gonococcal Cervicitis	C0153195	20943002	DOID:10615
2266	primaquine	Plasmodium Vivax Malaria Prevention	C0024537	27052006	DOID:12978
2331	mepyramine	Vasomotor Rhinitis	C0035460	8229003	DOID:4730
2358	ranitidine	Maintenance of Healing Duodenal Ulcer			
2350	rabeprazole	Maintenance of Healing Gastroesophageal Reflux			
2433	sermorelin	Diagnostic Test for Growth Hormone Secretion			
2441	sildenafil	Pulmonary Hypertensive Arterial Disease	C2973725	11399002	
2456	sofalcone	Granuloma Annulare	C0085074	65508009	DOID:3777
3931	dolasetron	Chemotherapy-induced nausea and vomiting	C0401160	236084000	
3487	pramocaine	Tinea Corporis	C0040252	84849002	DOID:12179
3403	orthocaine	Morphea	C1527383	201049004	
3601	thiram	Bronchial Asthma	C0004096	195967001	DOID:2841
3601	thiram	Synovitis	C0039103	416209007	DOID:2703
4213	hydrocortisone acetate	Post Traumatic Osteoarthritis	C2894027	699262001	
