DRUG_ID	DRUG_NAME	TYPE	CLASS_SOURCE_ID	CLASS	SOURCE
1590	lobeline	PA	D018678	Cholinergic Agents	MeSH
1626	malathion	PA	D018678	Cholinergic Agents	MeSH
1646	mecamylamine	PA	D018678	Cholinergic Agents	MeSH
1726	methacholine	PA	D018678	Cholinergic Agents	MeSH
1736	methantheline	PA	D018678	Cholinergic Agents	MeSH
1897	neostigmine	PA	D018678	Cholinergic Agents	MeSH
1920	nicotine	PA	D018678	Cholinergic Agents	MeSH
4676	obidoxime	PA	D018678	Cholinergic Agents	MeSH
1999	orphenadrine	PA	D018678	Cholinergic Agents	MeSH
2028	oxybutynin	PA	D018678	Cholinergic Agents	MeSH
2039	oxyphenonium	PA	D018678	Cholinergic Agents	MeSH
2052	pancuronium	PA	D018678	Cholinergic Agents	MeSH
4683	paraoxon	PA	D018678	Cholinergic Agents	MeSH
2076	pempidine	PA	D018678	Cholinergic Agents	MeSH
2096	pentolonium	PA	D018678	Cholinergic Agents	MeSH
2127	phenglutarimide	PA	D018678	Cholinergic Agents	MeSH
2159	physostigmine	PA	D018678	Cholinergic Agents	MeSH
2166	pilocarpine	PA	D018678	Cholinergic Agents	MeSH
2183	pipecuronium	PA	D018678	Cholinergic Agents	MeSH
2200	pirenzepine	PA	D018678	Cholinergic Agents	MeSH
2231	pralidoxime	PA	D018678	Cholinergic Agents	MeSH
2276	procyclidine	PA	D018678	Cholinergic Agents	MeSH
1086	profenamine	PA	D018678	Cholinergic Agents	MeSH
2293	propantheline	PA	D018678	Cholinergic Agents	MeSH
2300	propiverine	PA	D018678	Cholinergic Agents	MeSH
2330	pyridostigmine	PA	D018678	Cholinergic Agents	MeSH
2346	quinidine	PA	D018678	Cholinergic Agents	MeSH
2392	rivastigmine	PA	D018678	Cholinergic Agents	MeSH
2424	scopolamine	PA	D018678	Cholinergic Agents	MeSH
2457	solifenacin	PA	D018678	Cholinergic Agents	MeSH
2551	tacrine	PA	D018678	Cholinergic Agents	MeSH
2677	tiotropium bromide	PA	D018678	Cholinergic Agents	MeSH
2692	tofenacin	PA	D018678	Cholinergic Agents	MeSH
2705	tolterodine	PA	D018678	Cholinergic Agents	MeSH
1787	metrifonate	PA	D018678	Cholinergic Agents	MeSH
2745	trihexyphenidyl	PA	D018678	Cholinergic Agents	MeSH
2752	trimetaphan	PA	D018678	Cholinergic Agents	MeSH
2774	tropicamide	PA	D018678	Cholinergic Agents	MeSH
2776	trospium	PA	D018678	Cholinergic Agents	MeSH
2781	tubocurarine	PA	D018678	Cholinergic Agents	MeSH
2808	varenicline	PA	D018678	Cholinergic Agents	MeSH
2811	vecuronium	PA	D018678	Cholinergic Agents	MeSH
3848	velnacrine	PA	D018678	Cholinergic Agents	MeSH
3652	xanomeline	PA	D018678	Cholinergic Agents	MeSH
65	acetylcholine	PA	D018679	Cholinergic Agonists	MeSH
358	bethanechol	PA	D018679	Cholinergic Agonists	MeSH
488	carbachol	PA	D018679	Cholinergic Agonists	MeSH
584	cevimeline	PA	D018679	Cholinergic Agonists	MeSH
1590	lobeline	PA	D018679	Cholinergic Agonists	MeSH
1726	methacholine	PA	D018679	Cholinergic Agonists	MeSH
1920	nicotine	PA	D018679	Cholinergic Agonists	MeSH
2166	pilocarpine	PA	D018679	Cholinergic Agonists	MeSH
2808	varenicline	PA	D018679	Cholinergic Agonists	MeSH
3652	xanomeline	PA	D018679	Cholinergic Agonists	MeSH
109	alcuronium	PA	D018680	Cholinergic Antagonists	MeSH
259	atracurium	PA	D018680	Cholinergic Antagonists	MeSH
260	atropine	PA	D018680	Cholinergic Antagonists	MeSH
298	benactyzine	PA	D018680	Cholinergic Antagonists	MeSH
333	benzatropine	PA	D018680	Cholinergic Antagonists	MeSH
374	biperiden	PA	D018680	Cholinergic Antagonists	MeSH
390	bornaprine	PA	D018680	Cholinergic Antagonists	MeSH
598	chlorisondamine	PA	D018680	Cholinergic Antagonists	MeSH
617	chlorphenoxamine	PA	D018680	Cholinergic Antagonists	MeSH
757	cyclopentolate	PA	D018680	Cholinergic Antagonists	MeSH
784	darifenacin	PA	D018680	Cholinergic Antagonists	MeSH
814	desloratadine	PA	D018680	Cholinergic Antagonists	MeSH
831	dexetimide	PA	D018680	Cholinergic Antagonists	MeSH
868	dicycloverine	PA	D018680	Cholinergic Antagonists	MeSH
1000	emepronium	PA	D018680	Cholinergic Antagonists	MeSH
4191	fesoterodine	PA	D018680	Cholinergic Antagonists	MeSH
1273	gallamine	PA	D018680	Cholinergic Antagonists	MeSH
4302	glycopyrronium bromide	PA	D018680	Cholinergic Antagonists	MeSH
1366	hexamethonium	PA	D018680	Cholinergic Antagonists	MeSH
1402	hyoscyamine	PA	D018680	Cholinergic Antagonists	MeSH
1475	ipratropium	PA	D018680	Cholinergic Antagonists	MeSH
1646	mecamylamine	PA	D018680	Cholinergic Antagonists	MeSH
1736	methantheline	PA	D018680	Cholinergic Antagonists	MeSH
1999	orphenadrine	PA	D018680	Cholinergic Antagonists	MeSH
2028	oxybutynin	PA	D018680	Cholinergic Antagonists	MeSH
2039	oxyphenonium	PA	D018680	Cholinergic Antagonists	MeSH
2052	pancuronium	PA	D018680	Cholinergic Antagonists	MeSH
2076	pempidine	PA	D018680	Cholinergic Antagonists	MeSH
2096	pentolonium	PA	D018680	Cholinergic Antagonists	MeSH
2127	phenglutarimide	PA	D018680	Cholinergic Antagonists	MeSH
2183	pipecuronium	PA	D018680	Cholinergic Antagonists	MeSH
2200	pirenzepine	PA	D018680	Cholinergic Antagonists	MeSH
2276	procyclidine	PA	D018680	Cholinergic Antagonists	MeSH
1086	profenamine	PA	D018680	Cholinergic Antagonists	MeSH
2293	propantheline	PA	D018680	Cholinergic Antagonists	MeSH
2300	propiverine	PA	D018680	Cholinergic Antagonists	MeSH
2346	quinidine	PA	D018680	Cholinergic Antagonists	MeSH
2424	scopolamine	PA	D018680	Cholinergic Antagonists	MeSH
2457	solifenacin	PA	D018680	Cholinergic Antagonists	MeSH
2677	tiotropium bromide	PA	D018680	Cholinergic Antagonists	MeSH
2692	tofenacin	PA	D018680	Cholinergic Antagonists	MeSH
2705	tolterodine	PA	D018680	Cholinergic Antagonists	MeSH
2745	trihexyphenidyl	PA	D018680	Cholinergic Antagonists	MeSH
2752	trimetaphan	PA	D018680	Cholinergic Antagonists	MeSH
2774	tropicamide	PA	D018680	Cholinergic Antagonists	MeSH
2776	trospium	PA	D018680	Cholinergic Antagonists	MeSH
2781	tubocurarine	PA	D018680	Cholinergic Antagonists	MeSH
2811	vecuronium	PA	D018680	Cholinergic Antagonists	MeSH
146	ambenonium	PA	D002800	Cholinesterase Inhibitors	MeSH
3066	carbaryl	PA	D002800	Cholinesterase Inhibitors	MeSH
801	demecarium	PA	D002800	Cholinesterase Inhibitors	MeSH
927	distigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
946	donepezil	PA	D002800	Cholinesterase Inhibitors	MeSH
982	echothiophate	PA	D002800	Cholinesterase Inhibitors	MeSH
988	edrophonium	PA	D002800	Cholinesterase Inhibitors	MeSH
1272	galantamine	PA	D002800	Cholinesterase Inhibitors	MeSH
1494	fluostigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
1626	malathion	PA	D002800	Cholinesterase Inhibitors	MeSH
1897	neostigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
4683	paraoxon	PA	D002800	Cholinesterase Inhibitors	MeSH
2159	physostigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
2330	pyridostigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
2392	rivastigmine	PA	D002800	Cholinesterase Inhibitors	MeSH
2551	tacrine	PA	D002800	Cholinesterase Inhibitors	MeSH
1787	metrifonate	PA	D002800	Cholinesterase Inhibitors	MeSH
3848	velnacrine	PA	D002800	Cholinesterase Inhibitors	MeSH
4676	obidoxime	PA	D002801	Cholinesterase Reactivators	MeSH
2231	pralidoxime	PA	D002801	Cholinesterase Reactivators	MeSH
22	aminomethylbenzoic acid	PA	D003029	Coagulants	MeSH
96	adrenalone	PA	D003029	Coagulants	MeSH
4321	alginic acid	PA	D003029	Coagulants	MeSH
159	aminaphthone	PA	D003029	Coagulants	MeSH
163	aminocaproic acid	PA	D003029	Coagulants	MeSH
4839	aprotinin	PA	D003029	Coagulants	MeSH
4531	bismuth subgallate	PA	D003029	Coagulants	MeSH
936	calcium dobesilate	PA	D003029	Coagulants	MeSH
491	carbazochrome	PA	D003029	Coagulants	MeSH
1075	etamsylate	PA	D003029	Coagulants	MeSH
2959	lypressin	PA	D003029	Coagulants	MeSH
1685	menatetrenone	PA	D003029	Coagulants	MeSH
1871	naftazone	PA	D003029	Coagulants	MeSH
4679	ornipressin	PA	D003029	Coagulants	MeSH
2701	tolonium	PA	D003029	Coagulants	MeSH
2713	tranexamic acid	PA	D003029	Coagulants	MeSH
2843	phytomenadione	PA	D003029	Coagulants	MeSH
245	artemether	PA	D003049	Coccidiostats	MeSH
4711	spiramycin	PA	D003049	Coccidiostats	MeSH
2500	sulfadiazine	PA	D003049	Coccidiostats	MeSH
4317	euflavine	PA	D004396	Coloring Agents	MeSH
160	aminoacridine	PA	D004396	Coloring Agents	MeSH
4665	brilliant green	PA	D004396	Coloring Agents	MeSH
930	dithiazanine	PA	D004396	Coloring Agents	MeSH
3217	evans blue	PA	D004396	Coloring Agents	MeSH
4860	prussian blue	PA	D004396	Coloring Agents	MeSH
1207	fluorescein	PA	D004396	Coloring Agents	MeSH
4639	oftasceine	PA	D004396	Coloring Agents	MeSH
4575	indigo carmine	PA	D004396	Coloring Agents	MeSH
3300	indocyanine green	PA	D004396	Coloring Agents	MeSH
4503	isosulfan blue	PA	D004396	Coloring Agents	MeSH
3439	phenolsulfonphthalein	PA	D004396	Coloring Agents	MeSH
2223	plicamycin	PA	D004396	Coloring Agents	MeSH
4637	rose bengal	PA	D004396	Coloring Agents	MeSH
3543	scarlet red	PA	D004396	Coloring Agents	MeSH
2531	sulfobromophthalein	PA	D004396	Coloring Agents	MeSH
2567	tartrazine	PA	D004396	Coloring Agents	MeSH
4237	titanium dioxide	PA	D004396	Coloring Agents	MeSH
2701	tolonium	PA	D004396	Coloring Agents	MeSH
4608	trypan blue	PA	D004396	Coloring Agents	MeSH
4186	icatibant	PA	D051056	Complement Inactivating Agents	MeSH
1867	nafamostat	PA	D051056	Complement Inactivating Agents	MeSH
797	algestone acetophenide	PA	D003270	Contraceptive Agents	MeSH
570	ormeloxifene	PA	D003270	Contraceptive Agents	MeSH
600	chlormadinone	PA	D003270	Contraceptive Agents	MeSH
766	cyproterone	PA	D003270	Contraceptive Agents	MeSH
818	desogestrel	PA	D003270	Contraceptive Agents	MeSH
871	dienogest	PA	D003270	Contraceptive Agents	MeSH
904	dimethisterone	PA	D003270	Contraceptive Agents	MeSH
1064	estradiol valerate	PA	D003270	Contraceptive Agents	MeSH
4857	estrone sulphate	PA	D003270	Contraceptive Agents	MeSH
1095	etynodiol	PA	D003270	Contraceptive Agents	MeSH
1110	etonogestrel	PA	D003270	Contraceptive Agents	MeSH
1291	gestodene	PA	D003270	Contraceptive Agents	MeSH
1292	gestrinone	PA	D003270	Contraceptive Agents	MeSH
1328	gossypol	PA	D003270	Contraceptive Agents	MeSH
1572	levonorgestrel	PA	D003270	Contraceptive Agents	MeSH
1598	lonidamine	PA	D003270	Contraceptive Agents	MeSH
1620	lynestrenol	PA	D003270	Contraceptive Agents	MeSH
1659	medroxyprogesterone	PA	D003270	Contraceptive Agents	MeSH
1667	megestrol	PA	D003270	Contraceptive Agents	MeSH
1805	mifepristone	PA	D003270	Contraceptive Agents	MeSH
1959	norelgestromin	PA	D003270	Contraceptive Agents	MeSH
1962	norethisterone	PA	D003270	Contraceptive Agents	MeSH
1963	norethindrone acetate	PA	D003270	Contraceptive Agents	MeSH
1964	norethindrone enanthate	PA	D003270	Contraceptive Agents	MeSH
1965	norethynodrel	PA	D003270	Contraceptive Agents	MeSH
1968	norgestimate	PA	D003270	Contraceptive Agents	MeSH
3205	norgestrienone	PA	D003270	Contraceptive Agents	MeSH
3175	elcometrine	PA	D003270	Contraceptive Agents	MeSH
2538	sulprostone	PA	D003270	Contraceptive Agents	MeSH
2968	triptorelin	PA	D003270	Contraceptive Agents	MeSH
797	algestone acetophenide	PA	D003271	Contraceptive Agents, Female	MeSH
570	ormeloxifene	PA	D003271	Contraceptive Agents, Female	MeSH
600	chlormadinone	PA	D003271	Contraceptive Agents, Female	MeSH
818	desogestrel	PA	D003271	Contraceptive Agents, Female	MeSH
871	dienogest	PA	D003271	Contraceptive Agents, Female	MeSH
904	dimethisterone	PA	D003271	Contraceptive Agents, Female	MeSH
1095	etynodiol	PA	D003271	Contraceptive Agents, Female	MeSH
1110	etonogestrel	PA	D003271	Contraceptive Agents, Female	MeSH
1291	gestodene	PA	D003271	Contraceptive Agents, Female	MeSH
1292	gestrinone	PA	D003271	Contraceptive Agents, Female	MeSH
1572	levonorgestrel	PA	D003271	Contraceptive Agents, Female	MeSH
1620	lynestrenol	PA	D003271	Contraceptive Agents, Female	MeSH
1659	medroxyprogesterone	PA	D003271	Contraceptive Agents, Female	MeSH
1667	megestrol	PA	D003271	Contraceptive Agents, Female	MeSH
1805	mifepristone	PA	D003271	Contraceptive Agents, Female	MeSH
1959	norelgestromin	PA	D003271	Contraceptive Agents, Female	MeSH
1962	norethisterone	PA	D003271	Contraceptive Agents, Female	MeSH
1963	norethindrone acetate	PA	D003271	Contraceptive Agents, Female	MeSH
1964	norethindrone enanthate	PA	D003271	Contraceptive Agents, Female	MeSH
1965	norethynodrel	PA	D003271	Contraceptive Agents, Female	MeSH
1968	norgestimate	PA	D003271	Contraceptive Agents, Female	MeSH
3205	norgestrienone	PA	D003271	Contraceptive Agents, Female	MeSH
3175	elcometrine	PA	D003271	Contraceptive Agents, Female	MeSH
2538	sulprostone	PA	D003271	Contraceptive Agents, Female	MeSH
2968	triptorelin	PA	D003271	Contraceptive Agents, Female	MeSH
766	cyproterone	PA	D003272	Contraceptive Agents, Male	MeSH
871	dienogest	PA	D003272	Contraceptive Agents, Male	MeSH
1328	gossypol	PA	D003272	Contraceptive Agents, Male	MeSH
1598	lonidamine	PA	D003272	Contraceptive Agents, Male	MeSH
1659	medroxyprogesterone	PA	D003272	Contraceptive Agents, Male	MeSH
797	algestone acetophenide	PA	D003276	Contraceptives, Oral	MeSH
600	chlormadinone	PA	D003276	Contraceptives, Oral	MeSH
818	desogestrel	PA	D003276	Contraceptives, Oral	MeSH
871	dienogest	PA	D003276	Contraceptives, Oral	MeSH
904	dimethisterone	PA	D003276	Contraceptives, Oral	MeSH
1095	etynodiol	PA	D003276	Contraceptives, Oral	MeSH
1291	gestodene	PA	D003276	Contraceptives, Oral	MeSH
1292	gestrinone	PA	D003276	Contraceptives, Oral	MeSH
1572	levonorgestrel	PA	D003276	Contraceptives, Oral	MeSH
1620	lynestrenol	PA	D003276	Contraceptives, Oral	MeSH
1659	medroxyprogesterone	PA	D003276	Contraceptives, Oral	MeSH
1667	megestrol	PA	D003276	Contraceptives, Oral	MeSH
1805	mifepristone	PA	D003276	Contraceptives, Oral	MeSH
1959	norelgestromin	PA	D003276	Contraceptives, Oral	MeSH
1962	norethisterone	PA	D003276	Contraceptives, Oral	MeSH
1963	norethindrone acetate	PA	D003276	Contraceptives, Oral	MeSH
1964	norethindrone enanthate	PA	D003276	Contraceptives, Oral	MeSH
1965	norethynodrel	PA	D003276	Contraceptives, Oral	MeSH
1968	norgestimate	PA	D003276	Contraceptives, Oral	MeSH
3205	norgestrienone	PA	D003276	Contraceptives, Oral	MeSH
1959	norelgestromin	PA	D003277	Contraceptives, Oral, Combined	MeSH
797	algestone acetophenide	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
600	chlormadinone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
818	desogestrel	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
904	dimethisterone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1095	etynodiol	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1291	gestodene	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1572	levonorgestrel	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1620	lynestrenol	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1659	medroxyprogesterone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1667	megestrol	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1805	mifepristone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1962	norethisterone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1963	norethindrone acetate	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1964	norethindrone enanthate	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1965	norethynodrel	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
1968	norgestimate	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
3205	norgestrienone	PA	D003280	Contraceptives, Oral, Synthetic	MeSH
570	ormeloxifene	PA	D003281	Contraceptives, Postcoital	MeSH
1805	mifepristone	PA	D003281	Contraceptives, Postcoital	MeSH
570	ormeloxifene	PA	D003283	Contraceptives, Postcoital, Synthetic	MeSH
1805	mifepristone	PA	D003283	Contraceptives, Postcoital, Synthetic	MeSH
63	acetrizoic acid	PA	D003287	Contrast Media	MeSH
4346	barium sulfate	PA	D003287	Contrast Media	MeSH
851	diatrizoate	PA	D003287	Contrast Media	MeSH
4208	diatrizoate meglumine	PA	D003287	Contrast Media	MeSH
1207	fluorescein	PA	D003287	Contrast Media	MeSH
4557	gadobenic acid	PA	D003287	Contrast Media	MeSH
4179	gadobutrol	PA	D003287	Contrast Media	MeSH
4494	gadodiamide	PA	D003287	Contrast Media	MeSH
3258	gadofosveset	PA	D003287	Contrast Media	MeSH
1267	gadoterate meglumine	PA	D003287	Contrast Media	MeSH
1268	gadoteridol	PA	D003287	Contrast Media	MeSH
4147	gadoversetamide	PA	D003287	Contrast Media	MeSH
3759	iobenzamic acid	PA	D003287	Contrast Media	MeSH
1449	iobitridol	PA	D003287	Contrast Media	MeSH
1452	iodamide	PA	D003287	Contrast Media	MeSH
1455	adipiodone	PA	D003287	Contrast Media	MeSH
3302	iodixanol	PA	D003287	Contrast Media	MeSH
4449	diodone	PA	D003287	Contrast Media	MeSH
3966	iodoxamic acid	PA	D003287	Contrast Media	MeSH
3306	ioglycamic acid	PA	D003287	Contrast Media	MeSH
1461	iohexol	PA	D003287	Contrast Media	MeSH
1463	iomeprol	PA	D003287	Contrast Media	MeSH
1464	iopamidol	PA	D003287	Contrast Media	MeSH
1465	iopanoic acid	PA	D003287	Contrast Media	MeSH
1466	iopentol	PA	D003287	Contrast Media	MeSH
1467	iofendylate	PA	D003287	Contrast Media	MeSH
1468	iopromide	PA	D003287	Contrast Media	MeSH
1469	iotalamic acid	PA	D003287	Contrast Media	MeSH
1470	iotrolan	PA	D003287	Contrast Media	MeSH
1471	ioversol	PA	D003287	Contrast Media	MeSH
1472	ioxaglic acid	PA	D003287	Contrast Media	MeSH
1473	ioxilan	PA	D003287	Contrast Media	MeSH
4582	ioxitalamic acid	PA	D003287	Contrast Media	MeSH
1788	metrizamide	PA	D003287	Contrast Media	MeSH
1789	metrizoic acid	PA	D003287	Contrast Media	MeSH
4685	perflenapent	PA	D003287	Contrast Media	MeSH
2102	perflubron	PA	D003287	Contrast Media	MeSH
2104	perflutren	PA	D003287	Contrast Media	MeSH
2306	propyliodone	PA	D003287	Contrast Media	MeSH
2785	tyropanoate	PA	D003287	Contrast Media	MeSH
3013	bemegride	PA	D003292	Convulsants	MeSH
3241	flurotyl	PA	D003292	Convulsants	MeSH
3383	nikethamide	PA	D003292	Convulsants	MeSH
3428	pentetrazol	PA	D003292	Convulsants	MeSH
2162	picrotoxin	PA	D003292	Convulsants	MeSH
2484	strychnine	PA	D003292	Convulsants	MeSH
4242	avobenzone	PA	D003358	Cosmetics	MeSH
597	chlorhexidine	PA	D003358	Cosmetics	MeSH
3131	delmopinol	PA	D003358	Cosmetics	MeSH
3412	oxybenzone	PA	D003358	Cosmetics	MeSH
4237	titanium dioxide	PA	D003358	Cosmetics	MeSH
4344	zinc chloride	PA	D003358	Cosmetics	MeSH
4240	zinc oxide	PA	D003358	Cosmetics	MeSH
4133	carboplatin	PA	D003432	Cross-Linking Reagents	MeSH
4392	cisplatin	PA	D003432	Cross-Linking Reagents	MeSH
853	diaziquone	PA	D003432	Cross-Linking Reagents	MeSH
3267	glutaral	PA	D003432	Cross-Linking Reagents	MeSH
30	methoxsalen	PA	D003432	Cross-Linking Reagents	MeSH
1819	mitomycin	PA	D003432	Cross-Linking Reagents	MeSH
906	dimethyl sulfoxide	PA	D003451	Cryoprotective Agents	MeSH
907	dimethylacetamide	PA	D003451	Cryoprotective Agents	MeSH
1316	glycerol	PA	D003451	Cryoprotective Agents	MeSH
568	celecoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
1103	etodolac	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
1113	etoricoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
1618	lumiracoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
1863	nabumetone	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
2063	parecoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
2397	rofecoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
2799	valdecoxib	PA	D052246	Cyclooxygenase 2 Inhibitors	MeSH
74	acetylsalicylic acid	PA	D016861	Cyclooxygenase Inhibitors	MeSH
568	celecoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
865	diclofenac	PA	D016861	Cyclooxygenase Inhibitors	MeSH
880	diflunisal	PA	D016861	Cyclooxygenase Inhibitors	MeSH
980	ebselen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1103	etodolac	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1113	etoricoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1145	fenbufen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1154	fenoprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1219	flurbiprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1407	ibuprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1439	indobufen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1440	indomethacin	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1442	indoprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1528	ketoprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1529	ketorolac	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1618	lumiracoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
4510	magnesium salicylate	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1637	masoprocol	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1650	meclofenamic acid	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1663	mefenamic acid	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1676	meloxicam	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1829	mofezolac	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1863	nabumetone	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1883	naproxen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1925	niflumic acid	PA	D016861	Cyclooxygenase Inhibitors	MeSH
1935	nimesulide	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2063	parecoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2210	piroxicam	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2311	proquazone	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2397	rofecoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2416	salicylic acid	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2534	sulindac	PA	D016861	Cyclooxygenase Inhibitors	MeSH
3219	exisulind	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2546	suprofen	PA	D016861	Cyclooxygenase Inhibitors	MeSH
4728	tenidap	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2595	tenoxicam	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2699	tolmetin	PA	D016861	Cyclooxygenase Inhibitors	MeSH
2799	valdecoxib	PA	D016861	Cyclooxygenase Inhibitors	MeSH
768	mercaptamine	PA	D065104	Cystine Depleting Agents	MeSH
1836	montelukast	PA	D065694	Cytochrome P-450 CYP1A2 Inducers	MeSH
2152	phenytoin	PA	D065694	Cytochrome P-450 CYP1A2 Inducers	MeSH
176	amiodarone	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
645	cimetidine	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
659	ciprofloxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1013	enoxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1230	fluvoxamine	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1569	levofloxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1797	mibefradil	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1967	norfloxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
1981	ofloxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
2071	pefloxacin	PA	D065609	Cytochrome P-450 CYP1A2 Inhibitors	MeSH
989	efavirenz	PA	D065695	Cytochrome P-450 CYP2B6 Inducers	MeSH
2134	phenobarbital	PA	D065695	Cytochrome P-450 CYP2B6 Inducers	MeSH
2377	rifampicin	PA	D065695	Cytochrome P-450 CYP2B6 Inducers	MeSH
1999	orphenadrine	PA	D065686	Cytochrome P-450 CYP2B6 Inhibitors	MeSH
2377	rifampicin	PA	D065697	Cytochrome P-450 CYP2C19 Inducers	MeSH
989	efavirenz	PA	D065689	Cytochrome P-450 CYP2C19 Inhibitors	MeSH
1187	fluconazole	PA	D065689	Cytochrome P-450 CYP2C19 Inhibitors	MeSH
1230	fluvoxamine	PA	D065689	Cytochrome P-450 CYP2C19 Inhibitors	MeSH
2657	ticlopidine	PA	D065689	Cytochrome P-450 CYP2C19 Inhibitors	MeSH
2377	rifampicin	PA	D065696	Cytochrome P-450 CYP2C8 Inducers	MeSH
1285	gemfibrozil	PA	D065687	Cytochrome P-450 CYP2C8 Inhibitors	MeSH
2755	trimethoprim	PA	D065687	Cytochrome P-450 CYP2C8 Inhibitors	MeSH
2377	rifampicin	PA	D065698	Cytochrome P-450 CYP2C9 Inducers	MeSH
176	amiodarone	PA	D065688	Cytochrome P-450 CYP2C9 Inhibitors	MeSH
989	efavirenz	PA	D065688	Cytochrome P-450 CYP2C9 Inhibitors	MeSH
1187	fluconazole	PA	D065688	Cytochrome P-450 CYP2C9 Inhibitors	MeSH
1800	miconazole	PA	D065688	Cytochrome P-450 CYP2C9 Inhibitors	MeSH
176	amiodarone	PA	D065690	Cytochrome P-450 CYP2D6 Inhibitors	MeSH
435	bupropion	PA	D065690	Cytochrome P-450 CYP2D6 Inhibitors	MeSH
1209	fluoxetine	PA	D065690	Cytochrome P-450 CYP2D6 Inhibitors	MeSH
2068	paroxetine	PA	D065690	Cytochrome P-450 CYP2D6 Inhibitors	MeSH
2346	quinidine	PA	D065690	Cytochrome P-450 CYP2D6 Inhibitors	MeSH
489	carbamazepine	PA	D065701	Cytochrome P-450 CYP3A Inducers	MeSH
989	efavirenz	PA	D065701	Cytochrome P-450 CYP3A Inducers	MeSH
1826	modafinil	PA	D065701	Cytochrome P-450 CYP3A Inducers	MeSH
